Time,Level
232.1984575,23.67150127
232.1984575,23.67150127
234.0461905,1.690828627
234.0461905,1.690828627
236.5098251,47.34300254
237.7416565,42.99517645
239.5893895,46.37681159
242.0530241,45.89372718
245.7484902,43.47826087
245.7484902,43.47826087
248.212153,46.61836486
248.212153,46.37681159
251.907619,41.7874433
251.907619,41.7874433
254.9871552,45.65217391
254.9871552,45.65217391
257.450818,43.23671866
257.450818,43.23671866
261.7622138,45.65217391
266.6894831,46.61836486
267.9212863,43.47826087
267.9212863,43.47826087
271.6167523,45.89372718
271.6167523,43.47826087
271.6167523,45.89372718
271.6167523,43.47826087
271.6167523,43.71981413
275.9281481,45.1690895
276.5440779,43.23671866
276.5440779,43.23671866
276.5440779,43.23671866
280.2395439,44.68599402
280.2395439,44.68599402
281.4713471,43.23671866
281.4713471,43.23671866
281.4713471,43.23671866
283.9350099,46.85990707
287.0145462,45.41063171
287.0145462,45.41063171
287.0145462,45.41063171
288.2463494,50.96619095
288.2463494,50.72463768
291.325942,42.02898551
291.325942,42.02898551
291.9418154,74.39613895
291.9418154,74.39613895
295.021408,54.10628388
295.021408,54.10628388
300.564607,85.99034185
303.6441432,77.05314747
303.6441432,76.8115942
307.955539,96.61836486
309.8032721,41.54590109
309.8032721,41.54590109
312.8828083,48.30918243
312.8828083,48.30918243
317.8100775,45.41063171
317.8100775,45.41063171
326.4328691,45.41063171
326.4328691,45.41063171
336.2874076,47.58454475
336.2874076,47.58454475
343.6783396,45.89372718
349.8374685,44.44445182
349.8374685,44.44445182
353.5329345,46.85990707
353.5329345,46.85990707
358.4602037,48.06764022
358.4602037,47.82608696
365.2352623,46.37681159
367.6988687,44.44445182
372.0102646,44.68599402
372.0102646,44.68599402
372.0102646,44.68599402
372.6261944,46.85990707
373.8579976,45.89372718
378.1693934,46.61836486
378.1693934,47.58454475
384.9443956,46.37681159
391.1035244,43.96135634
392.3353277,46.13526939
396.6467235,46.85990707
396.6467235,46.85990707
399.1103299,43.96135634
399.1103299,43.96135634
400.9580629,46.13526939
400.9580629,46.13526939
400.9580629,46.13526939
404.0376555,48.06764022
404.0376555,47.82608696
408.9649247,46.61836486
410.8126577,45.65217391
413.2763205,44.92753623
413.2763205,44.92753623
419.435393,45.1690895
423.7467888,46.13526939
423.7467888,46.13526939
423.7467888,46.13526939
428.0581846,48.06764022
428.0581846,48.06764022
432.369524,46.37681159
436.0649901,44.92753623
436.6809199,47.10144928
436.6809199,47.10144928
436.6809199,47.10144928
445.3036551,44.92753623
445.3036551,44.92753623
448.3832477,46.37681159
448.3832477,46.37681159
448.3832477,46.37681159
459.4696458,46.13526939
459.4696458,46.13526939
461.9332522,46.13526939
465.0128448,43.96135634
466.244648,45.89372718
466.244648,45.89372718
470.5560438,44.92753623
470.5560438,45.1690895
470.5560438,44.92753623
472.4037768,47.10144928
476.0992428,46.13526939
476.0992428,46.13526939
476.0992428,46.13526939
479.7947089,48.06764022
481.6424419,47.10144928
482.2583153,46.61836486
487.1856409,45.1690895
487.8015143,43.71981413
487.8015143,43.71981413
487.8015143,43.71981413
492.7288399,45.65217391
496.4243059,45.65217391
496.4243059,45.65217391
496.4243059,45.89372718
501.3515752,47.34300254
501.3515752,47.34300254
501.3515752,47.10144928
505.662971,44.92753623
509.358437,47.10144928
509.9743104,44.44445182
509.9743104,44.44445182
510.5902402,44.20289855
513.053903,46.61836486
513.053903,46.37681159
513.053903,46.61836486
518.597102,44.68599402
521.0607085,46.13526939
521.0607085,46.13526939
522.2925681,46.13526939
524.7561745,49.03382011
525.3721043,47.34300254
525.3721043,47.34300254
525.3721043,47.34300254
530.2993735,46.61836486
534.6107693,43.71981413
534.6107693,43.71981413
534.6107693,43.71981413
537.0744321,46.13526939
537.0744321,46.13526939
541.3857716,45.1690895
541.3857716,44.92753623
545.0812376,46.37681159
545.0812376,46.37681159
545.0812376,46.37681159
550.6244366,47.58454475
551.8562962,47.58454475
552.4721696,47.58454475
552.4721696,46.13526939
553.0880994,45.89372718
556.1676356,44.68599402
559.8631016,44.20289855
561.7108347,44.92753623
566.6381603,44.68599402
566.6381603,44.68599402
566.6381603,44.68599402
571.5654295,45.65217391
572.7972327,48.06764022
573.4131625,48.06764022
577.7245583,46.13526939
577.7245583,46.13526939
582.6518276,43.96135634
585.1154904,45.89372718
585.1154904,45.65217391
589.4268298,42.99517645
589.4268298,42.99517645
593.1222958,46.13526939
600.5132278,47.58454475
602.9768907,45.1690895
604.2086939,47.58454475
604.2086939,47.58454475
604.2086939,47.58454475
609.7518929,44.44445182
613.4473589,43.23671866
613.4473589,43.23671866
613.4473589,43.23671866
618.9905579,45.65217391
619.6064877,45.65217391
625.7656166,46.85990707
630.6928858,45.89372718
631.924689,44.20289855
631.924689,44.20289855
631.924689,44.20289855
638.0838178,42.51208098
638.0838178,42.51208098
641.163354,45.1690895
641.163354,45.1690895
641.163354,44.92753623
645.4747499,46.37681159
649.7861457,45.41063171
649.7861457,45.1690895
656.5611479,43.23671866
656.5611479,43.23671866
660.2566139,45.1690895
660.2566139,45.1690895
665.1838831,43.23671866
665.1838831,43.23671866
667.647546,45.89372718
667.647546,45.65217391
672.5748152,47.10144928
673.190745,47.10144928
676.2702812,44.68599402
676.2702812,44.68599402
679.9657472,43.23671866
679.9657472,43.23671866
684.277143,45.41063171
684.277143,45.41063171
685.5089462,43.23671866
689.2044123,44.44445182
690.4362719,47.10144928
690.4362719,47.10144928
694.1317379,45.41063171
694.1317379,45.41063171
696.5953443,46.61836486
697.2112741,46.85990707
700.9067401,45.1690895
705.2181359,43.47826087
705.8340093,45.65217391
705.8340093,45.65217391
705.8340093,45.65217391
708.2976721,43.23671866
708.2976721,43.23671866
711.3772084,42.99517645
711.9931382,42.99517645
711.9931382,42.99517645
713.2249414,45.41063171
715.6886606,46.37681159
715.6886606,46.37681159
718.152267,46.37681159
718.152267,46.37681159
718.152267,46.37681159
